sim31,sim32,sim33,sim34,sim35,sim36,sim37,sim38
0.07741239945012077,0.03000244960579981,-0.008780834527683625,0.08246676202380626,-0.021433230773688756,-0.061784594168854394,0.08818796142453689,-0.0006043048713774802
0.010036965940876235,-0.14702783169041742,-0.053467381776115645,-0.03511193703560663,-8.793447204120426e-05,-0.20249323664212376,-0.044598295169249264,0.06689252621438954
0.036193645640947736,0.030148660249725574,0.006013844645202025,-0.02723639497735162,-0.01784717836141096,-0.0387656588751757,-0.09764986838454535,-0.04456883757624999
0.06165278207771605,-0.04330934745917379,0.0847349705585963,-0.09715485404482313,0.025983289018795347,0.005990290893367935,-0.15041192558640423,-0.012948272459027516
-0.07859290648464669,0.03139930704467424,-0.10847407756823907,0.08031292190237066,0.02551106814549712,-0.12079254431882083,0.028034262288616964,-0.0895274701374936
-0.05118654783123516,0.11381017501202842,-0.1790529602354497,0.14876296666657576,-0.050031951817153524,-0.005059451647702429,0.05955502080864843,0.07918444518415478
0.08486818252919075,0.1448099087676812,0.05420512117333798,-0.2839415735790559,-0.0598675770825031,0.08348145559371317,0.1352043255050097,0.0426453937932352
-0.014892710944255656,-0.040089504277371624,0.028659132863861216,0.06604005745498215,-0.002386012747296381,-0.15903361443197497,-0.02202065850561477,-0.14742248482564324
0.09726302732181652,0.005517990305951962,0.025338368104001488,-0.12047121288362544,-0.14205426220264797,0.13865254194513563,0.0071377308698847425,0.2525721791063607
-0.12203836961778343,-0.0980478090406052,0.08446952949207709,0.11951183804860342,-0.13321471532381673,-0.023610569248612826,-0.01154264204607916,-0.12882790896551058
0.1516029394843581,0.06269561069052614,0.0355769219684706,0.15129533090618208,0.09073176844386799,0.0368636653525388,0.19247009620768252,-0.14353425558230226
-0.14114882013736454,-0.0977810914277049,-0.020112419942480426,-0.027832060082234544,0.017464714349679413,-0.009331085819665692,-0.11280562316932241,-0.03674289562075835
-0.16275529790746118,-0.13816475501685233,0.0430660862051946,0.09292127982287557,0.15834451358350857,-0.022799756650213037,0.05889417723179768,0.0813218760851418
0.003709787648744302,-0.09068536268725148,0.1996795628951023,-0.044456199749815226,-0.2164749220207318,0.015248022513271384,0.0629877020732624,-0.019183791206752503
-0.1434669823322599,-0.09254683016755703,-0.12829249434486667,-0.15135859383494046,0.1538795748658434,-0.09502018570646553,-0.053938861004036866,-0.05394359579946656
-0.03245637549968642,0.036612928624549027,0.15175673946954393,0.1667355035043113,-0.30790137176593363,-0.1580771118811524,-0.19711044693525603,-0.07299051429543238
-0.017139808819471657,0.05063529848851459,-0.06869628269067715,0.09102753848797138,0.03580238330590287,-0.05385526078526637,-0.03675855388752717,-0.04586110807745249
0.058741222935884324,-0.04896613123181873,-0.005613127495637107,0.007439703711701634,0.10635412416204325,-0.10533997467686632,-0.04250987456073305,0.09724151500561456
